"品番","バーコード","品名","規格1","規格2","ロット","消費期限","在庫区分","総在庫数","在庫数","ロケーション"
"TOA-TM-FNICS-004","4582667344599","ふとん inクッション ネコ","","","","","新品","78","3","C-22-3"
"TOA-TM-FSNSX-012","4580743145535","G 女性用 靴下ショート(3足セットA)","","","","","新品","446","446","C-11-2"
"TOA-TM-FSNSX-017","4580743145580","G 女性用 靴下ベリーショート(3足セットC)","","","","","新品","63","63","C-22-3"
"TOA-TM-GG-15GEM-001","4582667354819","15ゲーム","","","","","新品","289","289","C-17-2"
"TOA-TM-GG-23DPZ-001","4570140090958","2×2 3Dパズル","","","","","新品","629","129","E-07-1"
"TOA-TM-GG-3DSNK-001","4582667354055","3Dスネーク(24P)","","","","","新品","117","117","E-07-1"
"TOA-TM-GG-ALMCN-001","4570140091429","アライグマラブマスコットぬいぐるみ","","","","","新品","6","6","B-17-1"
"TOA-TM-GG-ATSRF-001","4582667352525","天体望遠鏡 屈折式(口径50ｍｍ)","","","","","新品","66","66","A-20-3"
"TOA-TM-GG-BTDFI-001","4582667349037","バトル恐竜フィギュア(ティラノサウルス)","","","","","新品","98","98","B-22-1"
"TOA-TM-GG-BTDFI-002","4582667349044","バトル恐竜フィギュア(トリケラトプス)","","","","","新品","35","35","C-22-2"
"TOA-TM-GG-BTDFI-004","4582667349068","バトル恐竜フィギュア(ブラキオサウルス)","","","","","新品","75","75","B-12-1"
"TOA-TM-GG-BTDFI-005","4582667349075","バトル恐竜フィギュア(アンキロサウルス)","","","","","新品","348","348","E-22-2"
"TOA-TM-GG-BTDFI-006","4582667349082","バトル恐竜フィギュア(ステゴサウルス)","","","","","新品","113","113","C-18-2"
"TOA-TM-GG-BTDFI-007","4582667359869","バトル恐竜フィギュア（スピノサウルス）","","","","","新品","9","9","D-23-1"
"TOA-TM-GG-BTDFI-010","4582667359890","バトル恐竜フィギュア（パキケファロサウルス）","","","","","新品","104","104","D-01-1"
"TOA-TM-GG-BTDFI-012","4582667359913","バトル恐竜フィギュア（アロサウルス）","","","","","新品","55","55","D-03-1"
"TOA-TM-GG-BTGMC-001","4582667344728","バッティングマシーン","","","","","新品","411","81","A-19-3"
"TOA-TM-GG-FLYCB-001","4582667349402","フライングキャッチボール","","","","","新品","258","98","B-07-1"
"TOA-TM-GG-HCMCN-001","4570140091375","カバキュートマスコットぬいぐるみ","","","","","新品","74","74","E-05-1"
"TOA-TM-GG-HPBBL-002","4582667341000","誕生日バルーン(ゴールド)","","","","","新品","16","16","D-05-2"
"TOA-TM-GG-KDJPB-001","4582667341123","キッズジャンプボール","","","","","新品","146","146","B-21-1"
"TOA-TM-GG-KDTLS-001","4582667346982","キッズ工具セット","","","","","新品","195","34","A-03-1"
"TOA-TM-GG-KRNND-003","4582667341222","恐竜粘土 ステゴザウルスタイプ","","","","","新品","118","118","E-18-2"
"TOA-TM-GG-KTYSS-001","4582667341840","あつまれ！キッチンのようせいさん","","","","","新品","159","159","E-18-3"
"TOA-TM-GG-MCUBE-001","4580743149236","無限キューブ","","","","","新品","1209","1209","C-13-2"
"TOA-TM-GG-MGBLK-001","4582667354321","マグネットブロック","","","","","新品","229","229","ZC-04-1"
"TOA-TM-GG-MGSLD-001","4582667356035","マジックスライド","","","","","新品","12","12","E-06-2"
"TOA-TM-GG-NCGRB-001","4582667342274","のりものチェンジロボ","","","","","新品","393","45","E-16-1"
"TOA-TM-GG-NETRK-001","4582667346326","ネットラケット","","","","","新品","273","81","F-01-2"
"TOA-TM-GG-PINMT-001","4582667340911","ピアノマット","","","","","新品","18","18","B-15-1"
"TOA-TM-GG-PNDAM-001","4580743149663","パンダアーム水鉄砲　オレンジ","","","","","新品","55","55","D-20-1"
"TOA-TM-GG-POPNC-001","4582667354123","ポップンキャッチャ","","","","","新品","643","13","B-06-1"
"TOA-TM-GG-POPTB-001","4582667354451","ポップチューブ","","","","","新品","370","74","B-15-2"
"TOA-TM-GG-POPTB-002","4582667354765","光るポップチューブ","","","","","新品","607","607","D-20-1"
"TOA-TM-GG-RBRLP-001","4582667346968","レインボーロールピアノ","","","","","新品","9","9","C-17-3"
"TOA-TM-GG-RK3DN-001","4582667351429","リアル恐竜3Dぬりえ","","","","","新品","227","92","D-08-1"
"TOA-TM-GG-RSABK-001","4582667340836","ロシアブロック","","","","","新品","731","731","D-07-2"
"TOA-TM-GG-SBTSE-002","4582667343219","お楽しみボックス サボテンシリーズ(ランダム1個)","","","","","新品","1320","360","C-17-1"
"TOA-TM-GG-SPCRA-001","4580743149311","スペースカーアドベンチャー","","","","","新品","138","28","D-09-1"
"TOA-TM-GG-TGETS-001","4582667346333","ターゲットシューティング","","","","","新品","81","45","F-01-3"
"TOA-TM-GG-TKTKW-001","4582667341291","コトっとワンちゃん","","","","","新品","108","108","A-14-3"
"TOA-TM-GG-TRNPU-001","4582667358107","トランプ","","","","","新品","975","975","B-18-3"
"TOA-TM-GG-TWMNW-001","4582667349815","ツイスト マカロン ワーム","","","","","新品","1070","600","D-21-1"
"TOA-TM-GG-WRCCR-001","4582667340904","スタントRCカー","","","","","新品","60","60","E-16-2"
"TOA-TM-GLPLW-001","4580743140875","まるで無重力 ゲル枕","","","","","新品","1","1","C-13-2"
"TOA-TM-GLSCP-003","4580743147317","G コップ 丸型57mm","","","","","新品","14","14","C-12-1"
"TOA-TM-HDCAS-001","4580743143494","G EVAハードケース","","","","","新品","427","146","ZB-16-1"
"TOA-TM-HGMMS-003","4580743141988","ヘアゴム クリア","","","","","新品","1","1","F-02-3"
"TOA-TM-HNDCL-001","4580743147959","G ハンディクリーン組み立てロング&ショート兼用タイプ","","","","","新品","525","525","A-12-3"
"TOA-TM-HUMDF-007","4582667355786","超音波加湿器220ml ホワイト","","","","","新品","91","91","C-04-2"
"TOA-TM-IMTDR-001","4580743145252","電動ドライバー セット","","","","","新品","312","12","E-20-2"
"TOA-TM-IR-KRBKT-001","4582667358077","着るブランケット","","","","","新品","300","12","C-01-1"
"TOA-TM-IR-MBSHD-001","4580743149649","モバイルシューズドライヤー","","","","","新品","155","155","B-16-2"
"TOA-TM-IR-MENHS-001","4582667343752","無地半袖Tシャツ ブラックM","","","","","新品","25","25","D-15-2"
"TOA-TM-IR-NGTBN-001","4570140094208","ナイトブラN （ブラック）","","","","","新品","500","68","C-06-1"
"TOA-TM-IR-RAINC-001","4582667354086","レインコート","","","","","新品","1675","145","C-07-3"
"TOA-TM-IR-SNTPT-001","4582667349907","サニタリーショーツ(ブラック)","","","","","新品","42","42","E-21-2"
"TOA-TM-IR-TYDSP-001","4582667352457","ツヤ出しスポンジ","","","","","新品","1192","544","E-04-3"
"TOA-TM-KC-510CT-001","4582667357889","510mlコーヒータンブラー","","","","","新品","134","134","F-03-1"
"TOA-TM-KC-5GSHK-001","4582667357582","5.5合炊飯器","","","","","新品","138","10","A-18-3"
"TOA-TM-KC-AAMTB-001","4582667352570","バッチングボール18?","","","","","新品","845","77","B-14-2"
"TOA-TM-KC-AAMTB-002","4582667352587","バッチングボール25?","","","","","新品","308","4","D-07-3"
"TOA-TM-KC-AWNKS-001","4582667350927","あわねこスポンジ","","","","","新品","3132","332","E-08-3"
"TOA-TM-KC-BBCLT-001","4582667354017","バンブーボアクロス(小)","","","","","新品","736","736","C-12-3"
"TOA-TM-KC-BBCLT-002","4582667354024","バンブーボアクロス(大)","","","","","新品","76","76","D-02-3"
"TOA-TM-KC-CHLPW-001","4582667356158","炭のチカラ(冷蔵庫用脱臭剤)","","","","","新品","1035","123","F-05-3"
"TOA-TM-KC-CHMGL-001","4582667349112","シャンパングラス 170ml","","","","","新品","15","15","B-04-1"
"TOA-TM-KC-CKDTM-001","4582667350033","お料理用デジタル温度計","","","","","新品","273","273","D-06-2"
"TOA-TM-KC-COFSS-001","4582667349747","コーヒーサーバー","","","","","新品","381","141","D-15-1"
"TOA-TM-KC-DRMDB-001","4582667342014","ドアマウントゴミ箱","","","","","新品","441","148","F-01-1"
"TOA-TM-KC-EDTH3-001","4582667356493","each day 竹のお箸（3膳）","","","","","新品","670","670","D-05-1"
"TOA-TM-KC-FODRP-002","4582667357711","フードラップ(30cm×30m)","","","","","新品","840","40","E-06-3"
"TOA-TM-KC-HOTSM-001","4582667342564","ホットサンドメーカー","","","","","新品","114","11","C-18-1"
"TOA-TM-KC-KRKSB-001","4582667351528","くるくるスポンジブラシ","","","","","新品","148","148","D-05-3"
"TOA-TM-KC-KSLLK-001","4582667346272","キッチンスライドラック","","","","","新品","88","13","A-09-1"
"TOA-TM-KC-MNTST-003","4582667342793","まな板シート 詰替用 3m","","","","","新品","2099","499","B-10-2"
"TOA-TM-KC-MNTST-004","4582667342809","まな板シート 詰替用 6m","","","","","新品","664","89","B-14-3"
"TOA-TM-KC-MOMDB-001","4582667350026","電子レンジ対応多機能水切りボウル","","","","","新品","144","144","A-15-3"
"TOA-TM-KC-MWCBG-001","4582667357667","レンジで調理バッグ","","","","","新品","1451","267","F-05-1"
"TOA-TM-KC-OKZCP-002","4582667356318","おかずカップ　アルミ9号（108枚入）","","","","","新品","60","60","D-02-1"
"TOA-TM-KC-RJPNL-001","4582667354659","レンジ用パネル","","","","","新品","542","542","E-20-3"
"TOA-TM-KC-SARMC-001","4582667351382","食器洗い用メッシュクロス 2枚入","","","","","新品","988","988","C-12-2"
"TOA-TM-KC-SHGRS-001","4582667340331","スフィアガラスホルダー ブラウン","","","","","新品","69","69","D-21-2"
"TOA-TM-KC-SHGRS-002","4582667340348","スフィアガラスホルダー グレー","","","","","新品","47","47","B-07-2"
"TOA-TM-KC-SILFS-004","4582667344087","シリコン パスタサーバー(ブラック)","","","","","新品","54","54","C-23-3"
"TOA-TM-KC-SKPFS-001","4582667355984","真空パック袋セット(手動ポンプ付)","","","","","新品","480","480","ZA-18-1"
"TOA-TM-KC-SLCOK-001","4582667355359","シリコンおかずカップ4個セット","","","","","新品","116","116","D-20-3"
"TOA-TM-KC-SLHGB-001","4582667357438","シリコンふちガラス蓋","","","","","新品","158","46","C-17-3"
"TOA-TM-KC-SLKCB-001","4582667348269","3in1シリコンキッチンブラシ(ブルー)","","","","","新品","142","142","D-15-1"
"TOA-TM-KC-SLKCB-002","4582667348276","3in1スポンジキッチンブラシ(イエロー)","","","","","新品","156","156","D-04-3"
"TOA-TM-KC-SVCV6-001","4582667355281","コンロカバー6枚入り","","","","","新品","807","247","D-10-3"
"TOA-TM-KC-SWHFF-001","4582667341772","蛇口用シャワーヘッド","","","","","新品","572","572","D-20-2"
"TOA-TM-KC-TKSLF-005","4580743149519","鍋ラック伸縮タイプ","","","","","新品","237","45","B-02-2"
"TOA-TM-KC-TMSKI-001","4582667358497","多機能ミニ真空機","","","","","新品","1097","297","A-13-3"
"TOA-TM-KC-TSAPS-001","4582667358213","使い捨てアルミトレー6点セット","","","","","新品","668","108","B-11-3"
"TOA-TM-KC-TSMNI-001","4582667351641","竹製まな板","","","","","新品","192","192","B-18-2"
"TOA-TM-KC-VCMPK-001","4570140091955","食品用　真空バック（S-10枚）","","","","","新品","763","763","E-01-1"
"TOA-TM-LV-31FXB-001","4582667356837","3in1 フレキシブルスタンド ブラック","","","","","新品","285","285","B-23-1"
"TOA-TM-LV-31FXW-001","4582667356844","3in1 フレキシブルスタンド ホワイト","","","","","新品","390","390","B-08-2"
"TOA-TM-LV-6PTHG-001","4580743148918","6連パンツハンガー","","","","","新品","496","64","B-22-1"
"TOA-TM-LV-AMMGK-001","4570140092624","編み込みメガネケース","","","","","新品","276","276","D-11-2"
"TOA-TM-LV-ANZEP-001","4582667356660","安全ピン(S+M)","","","","","新品","1161","1161","F-06-2"
"TOA-TM-LV-BSDCD-001","4582667349266","バースデーキャンドル","","","","","新品","96","96","E-05-2"
"TOA-TM-LV-CGFSR-001","4582667356783","クッション・ギフト〈ふわふわシェブロン・アイボリー〉","","","","","新品","201","43","D-07-1"
"TOA-TM-LV-CGFSR-002","4582667356790","クッション・ギフト〈ふわふわシェブロン・ピンク〉","","","","","新品","188","30","D-04-1"
"TOA-TM-LV-CGFSR-003","4582667356806","クッション・ギフト〈ふわふわシェブロン・グレー〉","","","","","新品","20","20","B-20-1"
"TOA-TM-LV-CKSBR-001","4582667359456","ボール型茶こし","","","","","新品","61","61","D-17-2"
"TOA-TM-LV-CLRBW-003","4582667349051","バトル恐竜フィギュア（プテラノドン）","","","","","新品","155","155","C-19-1"
"TOA-TM-LV-FDPUM-001","4580743149403","PUレザーミラー","","","","","新品","184","184","C-17-2"
"TOA-TM-LV-FGRCS-001","4582667346340","フィギュアケース","","","","","新品","257","1","C-09-1"
"TOA-TM-LV-FTPLA-001","4582667351054","FITwdh バスルームラック01","","","","","新品","61","61","C-07-3"
"TOA-TM-LV-FTPLA-002","4582667351061","FITwdh バスルームラック02","","","","","新品","101","101","D-22-2"
"TOA-TM-LV-FTPLA-003","4582667351078","FITwdh バスルームラック03","","","","","新品","96","96","F-02-1"
"TOA-TM-LV-FTPLA-006","4582667351320","FITwdh マグネットコップスタンド","","","","","新品","936","216","E-05-2"
"TOA-TM-LV-GNENL-001","4582667347682","ヒマラヤ岩塩ライト","","","","","新品","56","56","C-02-1"
"TOA-TM-LV-IKKHS-001","4582667352181","いつでもクリーンに壁紙保護シート","","","","","新品","443","102","B-02-1"
"TOA-TM-LV-JELCS-001","4582667344933","ジュエリーケース","","","","","新品","149","149","B-08-1"
